,arrival_icao,flight_number,status,departure_airport,scheduled_time,terminal,aircraft_model,airline,departure_icao,departure_iata
1322,EDDF,TG 7213,Expected,Vienna,2022-06-16 18:40:00+02:00,1,Airbus A320,Thai Airways International,LOWW,VIE
1323,EDDF,VY 5518,Expected,Madrid,2022-06-16 18:30:00+02:00,2,Bombardier CRJX,Vueling,LEMD,MAD
1324,EDDF,A3 1494,Expected,Santorini Island,2022-06-16 19:45:00+02:00,1,Airbus A321,Aegean,LGSR,JTR
1325,EDDF,A3 1528,Expected,Thessaloniki,2022-06-16 19:55:00+02:00,1,Airbus A321,Aegean,LGTS,SKG
1326,EDDF,AC 9651,Expected,Faro,2022-06-16 19:35:00+02:00,1,Airbus A321 NEO,Air Canada,LPFR,FAO
1327,EDDF,LA 8666,Expected,Zurich,2022-06-16 19:05:00+02:00,1,Airbus A320 (sharklets),LATAM,LSZH,ZRH
1328,EDDF,LA 8669,Expected,Venice,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),LATAM,LIPZ,VCE
1329,EDDF,LA 8675,Expected,Bremen,2022-06-16 19:40:00+02:00,1,Embraer 190,LATAM,EDDW,BRE
1330,EDDF,LA 8679,Expected,Stuttgart,2022-06-16 19:35:00+02:00,1,Airbus A321,LATAM,EDDS,STR
1331,EDDF,LA 8684,Expected,Nuremberg,2022-06-16 19:35:00+02:00,1,Embraer 190,LATAM,EDDN,NUE
1332,EDDF,LA 8700,Expected,Amsterdam,2022-06-16 19:40:00+02:00,1,Bombardier CRJ900,LATAM,EHAM,AMS
1333,EDDF,LA 8706,Expected,Prague,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),LATAM,LKPR,PRG
1334,EDDF,LA 8707,Expected,Luxembourg,2022-06-16 19:45:00+02:00,1,Bombardier CRJ900,LATAM,ELLX,LUX
1335,EDDF,LA 8709,Expected,Berlin,2022-06-16 19:55:00+02:00,1,Airbus A320 (sharklets),LATAM,EDDB,BER
1336,EDDF,LG 1412,Expected,Venice,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),Luxair,LIPZ,VCE
1337,EDDF,LG 1446,Expected,Bremen,2022-06-16 19:40:00+02:00,1,Embraer 190,Luxair,EDDW,BRE
1338,EDDF,LG 1486,Expected,Prague,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),Luxair,LKPR,PRG
1339,EDDF,LG 1907,Expected,Luxembourg,2022-06-16 19:45:00+02:00,1,Bombardier CRJ900,Luxair,ELLX,LUX
1340,EDDF,ET 1589,Expected,Madrid,2022-06-16 19:45:00+02:00,1,Airbus A320 NEO,ET,LEMD,MAD
1341,EDDF,ET 1595,Expected,Prague,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),ET,LKPR,PRG
1342,EDDF,ET 1596,Expected,Sofia,2022-06-16 19:55:00+02:00,1,Airbus A320 NEO,ET,LBSF,SOF
1343,EDDF,ET 1604,Expected,Zurich,2022-06-16 19:05:00+02:00,1,Airbus A320 (sharklets),ET,LSZH,ZRH
1344,EDDF,KM 2804,Expected,Luqa,2022-06-16 19:55:00+02:00,1,Airbus A321,Air Malta,LMML,MLA
1345,EDDF,LH 5717,Expected,Warsaw,2022-06-16 19:00:00+02:00,1,Embraer 190,Lufthansa,EPWA,WAW
1346,EDDF,LH 5767,Expected,Geneva,2022-06-16 19:55:00+02:00,1,BCS3,Lufthansa,LSGG,GVA
1347,EDDF,LH 6003,Expected,Zagreb,2022-06-16 19:30:00+02:00,1,Bombardier Dash 8 Q400 / DHC-8-400,Lufthansa,LDZA,ZAG
1348,EDDF,LH 7403,Expected,Pisa,2022-06-16 19:55:00+02:00,1,Embraer 195,Lufthansa,LIRP,PSA
1349,EDDF,LH 9595,Expected,Antalya,2022-06-16 19:25:00+02:00,,Boeing 737 MAX 8,Lufthansa,LTAI,AYT
1350,EDDF,LX 3608,Expected,Zurich,2022-06-16 19:05:00+02:00,1,Airbus A320 (sharklets),SWISS,LSZH,ZRH
1351,EDDF,MH 4627,Expected,Dubai City,2022-06-16 19:55:00+02:00,2,Boeing 777-300ER,Malaysia,OMDB,DXB
1352,EDDF,NH 6702,Expected,Warsaw,2022-06-16 19:00:00+02:00,1,Embraer 190,ANA,EPWA,WAW
1353,EDDF,OS 7253,Expected,Salzburg,2022-06-16 19:45:00+02:00,1,Airbus A319,Austrian,LOWS,SZG
1354,EDDF,SQ 2083,Expected,Prague,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),Singapore,LKPR,PRG
1355,EDDF,SQ 2095,Expected,Madrid,2022-06-16 19:45:00+02:00,1,Airbus A320 NEO,Singapore,LEMD,MAD
1356,EDDF,SQ 2129,Expected,Berlin,2022-06-16 19:55:00+02:00,1,Airbus A320 (sharklets),Singapore,EDDB,BER
1357,EDDF,SQ 2217,Expected,Salzburg,2022-06-16 19:45:00+02:00,1,Airbus A319,Singapore,LOWS,SZG
1358,EDDF,SQ 2379,Expected,Warsaw,2022-06-16 19:00:00+02:00,1,Embraer 190,Singapore,EPWA,WAW
1359,EDDF,SQ 2408,Expected,Zagreb,2022-06-16 19:30:00+02:00,1,Bombardier Dash 8 Q400 / DHC-8-400,Singapore,LDZA,ZAG
1360,EDDF,SQ 2952,Expected,Geneva,2022-06-16 19:55:00+02:00,1,BCS3,Singapore,LSGG,GVA
1361,EDDF,TP 6675,Expected,Faro,2022-06-16 19:35:00+02:00,1,Airbus A321 NEO,TAP Air Portugal,LPFR,FAO
1362,EDDF,TP 7543,Expected,Sofia,2022-06-16 19:55:00+02:00,1,Airbus A320 NEO,TAP Air Portugal,LBSF,SOF
1363,EDDF,TP 7659,Expected,Stuttgart,2022-06-16 19:35:00+02:00,1,Airbus A321,TAP Air Portugal,EDDS,STR
1364,EDDF,TP 7709,Expected,Berlin,2022-06-16 19:55:00+02:00,1,Airbus A320 (sharklets),TAP Air Portugal,EDDB,BER
1365,EDDF,TP 7737,Expected,Bremen,2022-06-16 19:40:00+02:00,1,Embraer 190,TAP Air Portugal,EDDW,BRE
1366,EDDF,TP 7785,Expected,Nuremberg,2022-06-16 19:35:00+02:00,1,Embraer 190,TAP Air Portugal,EDDN,NUE
1367,EDDF,TP 7827,Expected,Dresden,2022-06-16 19:35:00+02:00,1,Bombardier CRJ900,TAP Air Portugal,EDDC,DRS
1368,EDDF,TP 7849,Expected,Leipzig,2022-06-16 19:25:00+02:00,1,Airbus A319,TAP Air Portugal,EDDP,LEJ
1369,EDDF,OU 5861,Expected,Warsaw,2022-06-16 19:00:00+02:00,1,Embraer 190,Croatia,EPWA,WAW
1370,EDDF,QF 8047,Expected,Dubai City,2022-06-16 19:55:00+02:00,2,Boeing 777-300ER,Qantas,OMDB,DXB
1371,EDDF,SK 3389,Expected,Barcelona,2022-06-16 19:05:00+02:00,1,Airbus A320 NEO,SAS,LEBL,BCN
1372,EDDF,SQ 2053,Expected,Stuttgart,2022-06-16 19:35:00+02:00,1,Airbus A321,Singapore,EDDS,STR
1373,EDDF,SQ 2059,Expected,Nuremberg,2022-06-16 19:35:00+02:00,1,Embraer 190,Singapore,EDDN,NUE
1374,EDDF,SQ 2061,Expected,Bremen,2022-06-16 19:40:00+02:00,1,Embraer 190,Singapore,EDDW,BRE
1375,EDDF,SQ 2065,Expected,Leipzig,2022-06-16 19:25:00+02:00,1,Airbus A319,Singapore,EDDP,LEJ
1376,EDDF,SQ 2069,Expected,Dresden,2022-06-16 19:35:00+02:00,1,Bombardier CRJ900,Singapore,EDDC,DRS
1377,EDDF,OU 5473,Expected,Berlin,2022-06-16 19:55:00+02:00,1,Airbus A320 (sharklets),Croatia,EDDB,BER
1378,EDDF,TP 7935,Expected,Prague,2022-06-16 19:45:00+02:00,1,Airbus A320 (sharklets),TAP Air Portugal,LKPR,PRG
1379,EDDF,UA 9368,Expected,Faro,2022-06-16 19:35:00+02:00,1,Airbus A321 NEO,United,LPFR,FAO
1380,EDDF,A3 1833,Expected,Athens,2022-06-16 20:20:00+02:00,1,Airbus A321,Aegean,LGAV,ATH
1381,EDDF,AC 9009,Expected,Beirut,2022-06-16 20:05:00+02:00,1,Airbus A321,Air Canada,OLBA,BEY
1382,EDDF,AC 9518,Expected,Cairo,2022-06-16 20:10:00+02:00,1,Airbus A321 NEO,Air Canada,HECA,CAI
1383,EDDF,ET 1562,Expected,Copenhagen,2022-06-16 20:45:00+02:00,1,Airbus A321,ET,EKCH,CPH
1384,EDDF,ET 1585,Expected,Goteborg,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,ET,ESGG,GOT
1385,EDDF,ET 1587,Expected,Lisbon,2022-06-16 20:25:00+02:00,1,Airbus A321,ET,LPPT,LIS
1386,EDDF,ET 1590,Expected,Marseille,2022-06-16 20:45:00+02:00,1,Airbus A320 NEO,ET,LFML,MRS
1387,EDDF,ET 1592,Expected,Milan,2022-06-16 20:55:00+02:00,1,Airbus A319,ET,LIMC,MXP
1388,EDDF,ET 1593,Expected,Oslo,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,ET,ENGM,OSL
1389,EDDF,ET 1594,Expected,Bucharest,2022-06-16 20:10:00+02:00,1,Airbus A319,ET,LROP,OTP
1390,EDDF,ET 1597,Expected,Toulouse-Blagnac,2022-06-16 20:25:00+02:00,1,Airbus A320 (sharklets),ET,LFBO,TLS
1391,EDDF,ET 1598,Expected,Berlin,2022-06-16 20:55:00+02:00,1,Airbus A320 (sharklets),ET,EDDB,BER
1392,EDDF,ET 1600,Expected,Vienna,2022-06-16 20:35:00+02:00,1,Airbus A319,ET,LOWW,VIE
1393,EDDF,ET 1603,Expected,Warsaw,2022-06-16 20:50:00+02:00,1,Airbus A319,ET,EPWA,WAW
1394,EDDF,ET 1608,Expected,Amsterdam,2022-06-16 20:40:00+02:00,1,Airbus A320 (sharklets),ET,EHAM,AMS
1395,EDDF,LA 8663,Expected,Rome,2022-06-16 20:25:00+02:00,1,Airbus A320 NEO,LATAM,LIRF,FCO
1396,EDDF,LA 8667,Expected,Munich,2022-06-16 20:00:00+02:00,1,Airbus A320 (sharklets),LATAM,EDDM,MUC
1397,EDDF,LA 8671,Expected,Hamburg,2022-06-16 20:10:00+02:00,1,Airbus A320 (sharklets),LATAM,EDDH,HAM
1398,EDDF,LA 8704,Expected,Istanbul,2022-06-16 20:00:00+02:00,1,Airbus A320 NEO,LATAM,LTFM,IST
1399,EDDF,LG 1434,Expected,Bologna,2022-06-16 20:45:00+02:00,1,Airbus A320 (sharklets),Luxair,LIPE,BLQ
1400,EDDF,LG 1498,Expected,Warsaw,2022-06-16 20:50:00+02:00,1,Airbus A319,Luxair,EPWA,WAW
1401,EDDF,4Y 1203,Expected,Kos Island,2022-06-16 20:25:00+02:00,1,Airbus A320 (sharklets),Airbus Transport International,LGKO,KGS
1402,EDDF,4Y 1205,Expected,Heraklion,2022-06-16 20:45:00+02:00,1,Airbus A320 (sharklets),Airbus Transport International,LGIR,HER
1403,EDDF,EN 277,Expected,Milan,2022-06-16 20:35:00+02:00,1,Embraer 190,Air Dolomiti,LIML,LIN
1404,EDDF,LG 1534,Expected,Athens,2022-06-16 20:20:00+02:00,1,Airbus A321,Luxair,LGAV,ATH
1405,EDDF,LH 6907,Expected,Kalmar,2022-06-16 20:10:00+02:00,1,Embraer 195,Lufthansa,ESMQ,KLR
1406,EDDF,LH 6929,Expected,Graz,2022-06-16 20:00:00+02:00,1,Embraer 195,Lufthansa,LOWG,GRZ
1407,EDDF,LH 9501,Expected,Firenze,2022-06-16 20:30:00+02:00,1,Embraer 195,Lufthansa,LIRQ,FLR
1408,EDDF,LO 5357,Expected,Warsaw,2022-06-16 20:50:00+02:00,1,Airbus A319,LOT - Polish,EPWA,WAW
1409,EDDF,LO 5501,Expected,Kraków,2022-06-16 20:40:00+02:00,1,Airbus A319,LOT - Polish,EPKK,KRK
1410,EDDF,MS 9003,Expected,Cairo,2022-06-16 20:10:00+02:00,1,Airbus A321 NEO,EgyptAir,HECA,CAI
1411,EDDF,OS 7207,Expected,Vienna,2022-06-16 20:35:00+02:00,1,Airbus A319,Austrian,LOWW,VIE
1412,EDDF,OS 7336,Expected,Edinburgh,2022-06-16 20:55:00+02:00,1,Airbus A321,Austrian,EGPH,EDI
1413,EDDF,OS 7374,Expected,Manchester,2022-06-16 20:45:00+02:00,1,Airbus A320 NEO,Austrian,EGCC,MAN
1414,EDDF,OS 7396,Expected,Lisbon,2022-06-16 20:25:00+02:00,1,Airbus A321,Austrian,LPPT,LIS
1415,EDDF,OS 7420,Expected,Bilbao,2022-06-16 20:55:00+02:00,1,Airbus A321,Austrian,LEBB,BIO
1416,EDDF,OS 7424,Expected,Tallinn,2022-06-16 20:00:00+02:00,1,Bombardier CRJ900,Austrian,EETN,TLL
1417,EDDF,OS 7432,Expected,Goteborg,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,Austrian,ESGG,GOT
1418,EDDF,OS 7472,Expected,Dublin,2022-06-16 20:50:00+02:00,1,Airbus A320 NEO,Austrian,EIDW,DUB
1419,EDDF,OU 5392,Expected,Dubrovnik,2022-06-16 20:30:00+02:00,1,Airbus A321,Croatia,LDDU,DBV
1420,EDDF,OU 5436,Expected,Split,2022-06-16 20:30:00+02:00,1,Airbus A320 NEO,Croatia,LDSP,SPU
1421,EDDF,SK 3229,Expected,Oslo,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,SAS,ENGM,OSL
1422,EDDF,SK 3629,Expected,Copenhagen,2022-06-16 20:45:00+02:00,1,Airbus A321,SAS,EKCH,CPH
1423,EDDF,SK 3685,Expected,Goteborg,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,SAS,ESGG,GOT
1424,EDDF,SN 7174,Expected,Tel Aviv Yafo,2022-06-16 20:00:00+02:00,1,Airbus A321 NEO,Brussels,LLBG,TLV
1425,EDDF,SQ 2001,Expected,Nice,2022-06-16 20:15:00+02:00,1,Airbus A320 (sharklets),Singapore,LFMN,NCE
1426,EDDF,SQ 2023,Expected,Copenhagen,2022-06-16 20:45:00+02:00,1,Airbus A321,Singapore,EKCH,CPH
1427,EDDF,SQ 2047,Expected,Hamburg,2022-06-16 20:10:00+02:00,1,Airbus A320 (sharklets),Singapore,EDDH,HAM
1428,EDDF,SQ 2051,Expected,Berlin,2022-06-16 20:55:00+02:00,1,Airbus A320 (sharklets),Singapore,EDDB,BER
1429,EDDF,SQ 2081,Expected,Vienna,2022-06-16 20:35:00+02:00,1,Airbus A319,Singapore,LOWW,VIE
1430,EDDF,SQ 2089,Expected,Marseille,2022-06-16 20:45:00+02:00,1,Airbus A320 NEO,Singapore,LFML,MRS
1431,EDDF,SQ 2093,Expected,Toulouse-Blagnac,2022-06-16 20:25:00+02:00,1,Airbus A320 (sharklets),Singapore,LFBO,TLS
1432,EDDF,SQ 2109,Expected,Lisbon,2022-06-16 20:25:00+02:00,1,Airbus A321,Singapore,LPPT,LIS
1433,EDDF,SQ 2115,Expected,Bologna,2022-06-16 20:45:00+02:00,1,Airbus A320 (sharklets),Singapore,LIPE,BLQ
1434,EDDF,SQ 2121,Expected,Milan,2022-06-16 20:55:00+02:00,1,Airbus A319,Singapore,LIMC,MXP
1435,EDDF,SQ 2145,Expected,Birmingham,2022-06-16 20:35:00+02:00,1,Airbus A319,Singapore,EGBB,BHX
1436,EDDF,SQ 2151,Expected,Edinburgh,2022-06-16 20:55:00+02:00,1,Airbus A321,Singapore,EGPH,EDI
1437,EDDF,SQ 2159,Expected,Dublin,2022-06-16 20:50:00+02:00,1,Airbus A320 NEO,Singapore,EIDW,DUB
1438,EDDF,SQ 2189,Expected,Goteborg,2022-06-16 20:55:00+02:00,1,Airbus A320 NEO,Singapore,ESGG,GOT
1439,EDDF,SQ 2191,Expected,Bucharest,2022-06-16 20:10:00+02:00,1,Airbus A319,Singapore,LROP,OTP
1440,EDDF,SQ 2193,Expected,Tallinn,2022-06-16 20:00:00+02:00,1,Bombardier CRJ900,Singapore,EETN,TLL
1441,EDDF,TP 6703,Expected,Lisbon,2022-06-16 20:25:00+02:00,1,Airbus A321,TAP Air Portugal,LPPT,LIS
1442,EDDF,TP 7557,Expected,Bucharest,2022-06-16 20:10:00+02:00,1,Airbus A319,TAP Air Portugal,LROP,OTP
1443,EDDF,TP 7677,Expected,Hamburg,2022-06-16 20:10:00+02:00,1,Airbus A320 (sharklets),TAP Air Portugal,EDDH,HAM
1444,EDDF,TP 7959,Expected,Athens,2022-06-16 20:20:00+02:00,1,Airbus A321,TAP Air Portugal,LGAV,ATH
1445,EDDF,UA 9105,Expected,Cairo,2022-06-16 20:10:00+02:00,1,Airbus A321 NEO,United,HECA,CAI
1446,EDDF,UA 9123,Expected,Tel Aviv Yafo,2022-06-16 20:00:00+02:00,1,Airbus A321 NEO,United,LLBG,TLV
1447,EDDF,AC 9002,Expected,Ibiza Town,2022-06-16 21:10:00+02:00,1,Airbus A320 NEO,Air Canada,LEIB,IBZ
1448,EDDF,SN 7120,Expected,Kraków,2022-06-16 20:40:00+02:00,1,Airbus A319,Brussels,EPKK,KRK
1449,EDDF,ET 1551,Expected,Barcelona,2022-06-16 21:05:00+02:00,1,Airbus A321,ET,LEBL,BCN
1450,EDDF,LG 1408,Expected,Stockholm,2022-06-16 21:05:00+02:00,1,Airbus A321,Luxair,ESSA,ARN
1451,EDDF,LH 6337,Expected,Vienna,2022-06-16 21:40:00+02:00,1,Airbus A320,Lufthansa,LOWW,VIE
1452,EDDF,ET 1602,Expected,Stockholm,2022-06-16 21:05:00+02:00,1,Airbus A321,ET,ESSA,ARN
1453,EDDF,ET 1591,Expected,Munich,2022-06-16 21:00:00+02:00,1,Airbus A319,ET,EDDM,MUC
1454,EDDF,SQ 2049,Expected,Munich,2022-06-16 21:00:00+02:00,1,Airbus A319,Singapore,EDDM,MUC
1455,EDDF,UA 6902,Expected,Istanbul,2022-06-16 21:00:00+02:00,1,Airbus A321,United,LTFM,IST
1456,EDDF,SK 3677,Expected,Stockholm,2022-06-16 21:05:00+02:00,1,Airbus A321,SAS,ESSA,ARN
1457,EDDF,SK 9435,Expected,Vienna,2022-06-16 21:40:00+02:00,1,Airbus A320,SAS,LOWW,VIE
1458,EDDF,FI 520,Expected,Reykjavik,2022-06-16 13:00:00+02:00,2,Boeing 757-200,Icelandair,BIKF,KEF
1459,EDDF,FI 522,Expected,Reykjavik,2022-06-16 16:25:00+02:00,2,Boeing 767-300,Icelandair,BIKF,KEF
1460,EDDF,LH 857,Expected,Reykjavik,2022-06-16 19:25:00+02:00,1,Airbus A321,Lufthansa,BIKF,KEF
1461,EDDF,LH 493,Expected,Vancouver,2022-06-16 11:00:00+02:00,1,Boeing 747-400,Lufthansa,CYVR,YVR
1462,EDDF,DE 2455,Expected,Vancouver,2022-06-16 12:45:00+02:00,1,Boeing 767-300,Condor,CYVR,YVR
1463,EDDF,AC 848,Expected,Calgary,2022-06-16 10:55:00+02:00,1,Boeing 777-300ER,Air Canada,CYYC,YYC
1464,EDDF,A3 3075,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Aegean,CYYZ,YYZ
1465,EDDF,AC 842,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Air Canada,CYYZ,YYZ
1466,EDDF,LH 6779,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Lufthansa,CYYZ,YYZ
1467,EDDF,MS 9610,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,EgyptAir,CYYZ,YYZ
1468,EDDF,OS 8204,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Austrian,CYYZ,YYZ
1469,EDDF,OU 5917,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Croatia,CYYZ,YYZ
1470,EDDF,TG 5817,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,Thai Airways International,CYYZ,YYZ
1471,EDDF,UA 8594,Expected,Toronto,2022-06-16 11:10:00+02:00,1,Boeing 777-300ER,United,CYYZ,YYZ
1472,EDDF,CX 6704,Expected,Brussels,2022-06-16 10:30:00+02:00,1,Airbus A319,Cathay Pacific,EBBR,BRU
1473,EDDF,LH 1007,Expected,Brussels,2022-06-16 10:30:00+02:00,1,Airbus A319,Lufthansa,EBBR,BRU
1474,EDDF,SN 7001,Expected,Brussels,2022-06-16 10:30:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
1475,EDDF,SQ 2037,Expected,Brussels,2022-06-16 10:30:00+02:00,1,Airbus A319,Singapore,EBBR,BRU
1476,EDDF,UA 8774,Expected,Brussels,2022-06-16 10:30:00+02:00,1,Airbus A319,United,EBBR,BRU
1477,EDDF,AC 9124,Expected,Brussels,2022-06-16 12:20:00+02:00,1,Airbus A319,Air Canada,EBBR,BRU
1478,EDDF,LH 1009,Expected,Brussels,2022-06-16 12:20:00+02:00,1,Airbus A319,Lufthansa,EBBR,BRU
1479,EDDF,SN 7003,Expected,Brussels,2022-06-16 12:20:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
1480,EDDF,TG 7697,Expected,Brussels,2022-06-16 12:20:00+02:00,1,Airbus A319,Thai Airways International,EBBR,BRU
1481,EDDF,UA 8820,Expected,Brussels,2022-06-16 12:20:00+02:00,1,Airbus A319,United,EBBR,BRU
1482,EDDF,LA 8664,Expected,Brussels,2022-06-16 19:05:00+02:00,1,Airbus A319,LATAM,EBBR,BRU
1483,EDDF,LH 1017,Expected,Brussels,2022-06-16 19:05:00+02:00,1,Airbus A319,Lufthansa,EBBR,BRU
1484,EDDF,SN 7011,Expected,Brussels,2022-06-16 19:05:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
1485,EDDF,SQ 2073,Expected,Brussels,2022-06-16 19:05:00+02:00,1,Airbus A319,Singapore,EBBR,BRU
1486,EDDF,LH 5589,Expected,Brussels,2022-06-16 20:20:00+02:00,1,Airbus A319,Lufthansa,EBBR,BRU
1487,EDDF,SN 2617,Expected,Brussels,2022-06-16 20:20:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
1488,EDDF,ET 1553,Expected,Brussels,2022-06-16 21:05:00+02:00,1,Airbus A319,ET,EBBR,BRU
1489,EDDF,LH 1019,Expected,Brussels,2022-06-16 21:05:00+02:00,1,Airbus A319,Lufthansa,EBBR,BRU
1490,EDDF,SN 7009,Expected,Brussels,2022-06-16 21:05:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
1491,EDDF,LH 187,Expected,Berlin,2022-06-16 10:55:00+02:00,1,Airbus A321 NEO,Lufthansa,EDDB,BER
1492,EDDF,LH 183,Expected,Berlin,2022-06-16 11:55:00+02:00,1,Airbus A320 (Sharklets),Lufthansa,EDDB,BER
1493,EDDF,LH 185,Expected,Berlin,2022-06-16 12:55:00+02:00,1,Airbus A321 NEO,Lufthansa,EDDB,BER
1494,EDDF,LH 189,Expected,Berlin,2022-06-16 14:55:00+02:00,1,Airbus A319,Lufthansa,EDDB,BER
1495,EDDF,LH 191,Expected,Berlin,2022-06-16 15:55:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDB,BER
1496,EDDF,LH 195,Expected,Berlin,2022-06-16 17:55:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDB,BER
1497,EDDF,LH 193,Expected,Berlin,2022-06-16 18:55:00+02:00,1,Airbus A319,Lufthansa,EDDB,BER
1498,EDDF,LH 199,Expected,Berlin,2022-06-16 19:55:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDB,BER
1499,EDDF,LH 201,Expected,Berlin,2022-06-16 20:55:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDB,BER
1500,EDDF,LH 211,Expected,Dresden,2022-06-16 11:55:00+02:00,1,Canadair CRJ 900NG,Lufthansa,EDDC,DRS
1501,EDDF,LH 215,Expected,Dresden,2022-06-16 16:25:00+02:00,1,Airbus A319,Lufthansa,EDDC,DRS
1502,EDDF,LH 219,Expected,Dresden,2022-06-16 19:35:00+02:00,1,Bombardier CRJ900,Lufthansa,EDDC,DRS
1503,EDDF,LH 65,Expected,Münster,2022-06-16 10:55:00+02:00,1,Canadair CRJ 900NG,Lufthansa,EDDG,FMO
1504,EDDF,LH 11,Expected,Hamburg,2022-06-16 10:30:00+02:00,1,Airbus A320 (Sharklets),Lufthansa,EDDH,HAM
1505,EDDF,LH 19,Expected,Hamburg,2022-06-16 11:10:00+02:00,1,Airbus A320 (Sharklets),Lufthansa,EDDH,HAM
1506,EDDF,LH 13,Expected,Hamburg,2022-06-16 12:10:00+02:00,1,Airbus A321,Lufthansa,EDDH,HAM
1507,EDDF,LH 17,Expected,Hamburg,2022-06-16 13:10:00+02:00,1,Airbus A321,Lufthansa,EDDH,HAM
1508,EDDF,LH 21,Expected,Hamburg,2022-06-16 15:10:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDH,HAM
1509,EDDF,LH 25,Expected,Hamburg,2022-06-16 16:10:00+02:00,1,Airbus A321,Lufthansa,EDDH,HAM
1510,EDDF,LH 27,Expected,Hamburg,2022-06-16 18:10:00+02:00,1,Airbus A321,Lufthansa,EDDH,HAM
1511,EDDF,LH 31,Expected,Hamburg,2022-06-16 20:10:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDH,HAM
1512,EDDF,LH 33,Expected,Hamburg,2022-06-16 21:10:00+02:00,1,Airbus A319,Lufthansa,EDDH,HAM
1513,EDDF,LH 77,Expected,Duesseldorf,2022-06-16 11:25:00+02:00,1,Airbus A319,Lufthansa,EDDL,DUS
1514,EDDF,LH 87,Expected,Duesseldorf,2022-06-16 15:40:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDL,DUS
1515,EDDF,LH 85,Expected,Duesseldorf,2022-06-16 18:30:00+02:00,1,Bombardier CRJ900,Lufthansa,EDDL,DUS
1516,EDDF,LH 107,Expected,Munich,2022-06-16 10:00:00+02:00,1,Airbus A321,Lufthansa,EDDM,MUC
1517,EDDF,LH 101,Expected,Munich,2022-06-16 11:00:00+02:00,1,Airbus A320 (Sharklets),Lufthansa,EDDM,MUC
1518,EDDF,LH 103,Expected,Munich,2022-06-16 12:00:00+02:00,1,Airbus A320,Lufthansa,EDDM,MUC
1519,EDDF,LH 105,Expected,Munich,2022-06-16 13:00:00+02:00,1,Airbus A320 (Sharklets),Lufthansa,EDDM,MUC
1520,EDDF,LH 109,Expected,Munich,2022-06-16 15:00:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDM,MUC
1521,EDDF,LH 113,Expected,Munich,2022-06-16 16:00:00+02:00,1,Airbus A319,Lufthansa,EDDM,MUC
1522,EDDF,LH 117,Expected,Munich,2022-06-16 19:00:00+02:00,1,Airbus A319,Lufthansa,EDDM,MUC
1523,EDDF,LH 119,Expected,Munich,2022-06-16 20:00:00+02:00,1,Airbus A320 (sharklets),Lufthansa,EDDM,MUC
1524,EDDF,LH 121,Expected,Munich,2022-06-16 21:00:00+02:00,1,Airbus A319,Lufthansa,EDDM,MUC
1525,EDDF,LH 147,Expected,Nuremberg,2022-06-16 12:10:00+02:00,1,Canadair CRJ 900,Lufthansa,EDDN,NUE
1526,EDDF,LH 149,Expected,Nuremberg,2022-06-16 15:15:00+02:00,1,Embraer 190,Lufthansa,EDDN,NUE
1527,EDDF,LH 153,Expected,Nuremberg,2022-06-16 19:35:00+02:00,1,Embraer 190,Lufthansa,EDDN,NUE
1528,EDDF,LH 161,Expected,Leipzig,2022-06-16 11:35:00+02:00,1,Embraer 190,Lufthansa,EDDP,LEJ
1529,EDDF,LH 165,Expected,Leipzig,2022-06-16 19:25:00+02:00,1,Airbus A319,Lufthansa,EDDP,LEJ
1530,EDDF,LH 133,Expected,Stuttgart,2022-06-16 11:45:00+02:00,1,Airbus A319,Lufthansa,EDDS,STR
