,arrival_icao,flight_number,status,departure_airport,scheduled_time,terminal,aircraft_model,airline,departure_icao,departure_iata
0,EDDB,EW 50,Unknown,Keln,2022-06-16 15:40:00+02:00,1,Airbus A319,Eurowings,,
1,EDDB,EW 8055,Unknown,Keln,2022-06-16 20:30:00+02:00,1,Airbus A319,Eurowings,,
2,EDDB,FI 528,Unknown,Reykjavik,2022-06-16 13:10:00+02:00,1,Boeing 757-300,Icelandair,BIKF,KEF
3,EDDB,FI 526,Unknown,Reykjavik,2022-06-16 16:30:00+02:00,1,Boeing 737,Icelandair,BIKF,KEF
4,EDDB,U2 4580,Unknown,Prishtina,2022-06-16 12:50:00+02:00,1,Airbus A320,easyJet,BKPR,PRN
5,EDDB,SN 2581,Unknown,Brussels,2022-06-16 10:50:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
6,EDDB,SN 2587,Unknown,Brussels,2022-06-16 17:55:00+02:00,1,Airbus A320,Brussels,EBBR,BRU
7,EDDB,SN 2589,Unknown,Brussels,2022-06-16 20:00:00+02:00,1,Airbus A319,Brussels,EBBR,BRU
8,EDDB,LH 178,Unknown,Frankfurt-am-Main,2022-06-16 10:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
9,EDDB,LH 182,Unknown,Frankfurt-am-Main,2022-06-16 12:55:00+02:00,1,Airbus A319,Lufthansa,EDDF,FRA
10,EDDB,LH 184,Unknown,Frankfurt-am-Main,2022-06-16 13:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
11,EDDB,LH 188,Unknown,Frankfurt-am-Main,2022-06-16 15:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
12,EDDB,LH 186,Unknown,Frankfurt-am-Main,2022-06-16 16:55:00+02:00,1,Airbus A319,Lufthansa,EDDF,FRA
13,EDDB,LH 192,Unknown,Frankfurt-am-Main,2022-06-16 17:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
14,EDDB,LH 194,Unknown,Frankfurt-am-Main,2022-06-16 18:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
15,EDDB,LH 200,Unknown,Frankfurt-am-Main,2022-06-16 20:55:00+02:00,1,Airbus A320,Lufthansa,EDDF,FRA
16,EDDB,U2 5512,Unknown,Cologne,2022-06-16 10:00:00+02:00,1,Airbus A319,easyJet,EDDK,CGN
17,EDDB,U2 5514,Unknown,Cologne,2022-06-16 20:40:00+02:00,1,Airbus A320,easyJet,EDDK,CGN
18,EDDB,EW 9044,Unknown,Duesseldorf,2022-06-16 20:05:00+02:00,1,Airbus A320 NEO,Eurowings,EDDL,DUS
19,EDDB,LH 1928,Unknown,Munich,2022-06-16 10:05:00+02:00,1,Airbus A320,Lufthansa,EDDM,MUC
20,EDDB,LH 1936,Unknown,Munich,2022-06-16 12:05:00+02:00,1,Airbus A320,Lufthansa,EDDM,MUC
21,EDDB,LH 1944,Unknown,Munich,2022-06-16 14:05:00+02:00,1,Airbus A320,Lufthansa,EDDM,MUC
22,EDDB,LH 1942,Unknown,Munich,2022-06-16 16:05:00+02:00,1,Bombardier CRJ900,Lufthansa,EDDM,MUC
23,EDDB,LH 1960,Unknown,Munich,2022-06-16 17:05:00+02:00,1,Airbus A319,Lufthansa,EDDM,MUC
24,EDDB,LH 1952,Unknown,Munich,2022-06-16 19:05:00+02:00,1,Airbus A319,Lufthansa,EDDM,MUC
25,EDDB,LH 1956,Unknown,Munich,2022-06-16 20:05:00+02:00,1,Airbus A320,Lufthansa,EDDM,MUC
26,EDDB,DX 125,Unknown,Saarbrücken,2022-06-16 19:00:00+02:00,0,ATR 42-300,Danish Air,EDDR,SCN
27,EDDB,EW 8007,Unknown,Stuttgart,2022-06-16 21:55:00+02:00,1,Airbus A319,Eurowings,EDDS,STR
28,EDDB,FR 2733,Unknown,Tallinn,2022-06-16 15:20:00+02:00,0,Boeing 737-800,Ryanair,EETN,TLL
29,EDDB,BT 821,Unknown,Tallinn,2022-06-16 15:50:00+02:00,1,Airbus A220-300,Air Baltic,EETN,TLL
30,EDDB,AY 1433,Unknown,Helsinki,2022-06-16 12:25:00+02:00,1,Airbus A320,Finnair,EFHK,HEL
31,EDDB,AY 1437,Unknown,Helsinki,2022-06-16 17:20:00+02:00,1,Airbus A319,Finnair,EFHK,HEL
32,EDDB,FR 1145,Unknown,Manchester,2022-06-16 17:25:00+02:00,0,Boeing 737-800,Ryanair,EGCC,MAN
33,EDDB,U2 6237,Unknown,Bristol,2022-06-16 16:00:00+02:00,1,Airbus A319,easyJet,EGGD,BRS
34,EDDB,U2 2103,Unknown,London,2022-06-16 16:10:00+02:00,1,Airbus A319,easyJet,EGGW,LTN
35,EDDB,U2 8209,Unknown,London,2022-06-16 11:45:00+02:00,1,Airbus A319,easyJet,EGKK,LGW
36,EDDB,BA 2618,Unknown,London,2022-06-16 19:45:00+02:00,1,Airbus A320,British Airways,EGKK,LGW
37,EDDB,U2 8456,Unknown,London,2022-06-16 20:00:00+02:00,1,Airbus A320,easyJet,EGKK,LGW
38,EDDB,U2 8125,Unknown,London,2022-06-16 21:00:00+02:00,1,Airbus A319,easyJet,EGKK,LGW
39,EDDB,BA 8491,Unknown,London,2022-06-16 11:10:00+02:00,1,Embraer 190,British Airways,EGLC,LCY
40,EDDB,BA 8493,Unknown,London,2022-06-16 15:55:00+02:00,1,Embraer 190,British Airways,EGLC,LCY
41,EDDB,BA 982,Unknown,London,2022-06-16 11:35:00+02:00,1,Airbus A320 NEO,British Airways,EGLL,LHR
42,EDDB,BA 992,Unknown,London,2022-06-16 13:40:00+02:00,1,Airbus A320 NEO,British Airways,EGLL,LHR
43,EDDB,BA 984,Unknown,London,2022-06-16 16:00:00+02:00,1,Airbus A320,British Airways,EGLL,LHR
44,EDDB,BA 986,Unknown,London,2022-06-16 18:30:00+02:00,1,Airbus A320,British Airways,EGLL,LHR
45,EDDB,BA 994,Unknown,London,2022-06-16 20:15:00+02:00,1,Airbus A320,British Airways,EGLL,LHR
46,EDDB,U2 5548,Unknown,Edinburgh,2022-06-16 12:55:00+02:00,1,Airbus A320,easyJet,EGPH,EDI
47,EDDB,FR 145,Unknown,London,2022-06-16 10:40:00+02:00,0,Boeing 737-800,Ryanair,EGSS,STN
48,EDDB,FR 8544,Unknown,London,2022-06-16 18:05:00+02:00,0,Boeing 737-800,Ryanair,EGSS,STN
49,EDDB,U2 4562,Unknown,Amsterdam,2022-06-16 10:30:00+02:00,1,Airbus A319,easyJet,EHAM,AMS
50,EDDB,KL 1823,Unknown,Amsterdam,2022-06-16 11:30:00+02:00,1,Boeing 737-900,KLM,EHAM,AMS
51,EDDB,KL 1825,Unknown,Amsterdam,2022-06-16 13:45:00+02:00,1,Embraer 195-E2,KLM,EHAM,AMS
52,EDDB,U2 5104,Unknown,Amsterdam,2022-06-16 14:40:00+02:00,1,Airbus A319,easyJet,EHAM,AMS
53,EDDB,KL 1829,Unknown,Amsterdam,2022-06-16 16:40:00+02:00,1,Boeing 737-800,KLM,EHAM,AMS
54,EDDB,KL 1833,Unknown,Amsterdam,2022-06-16 19:55:00+02:00,1,Embraer 175,KLM,EHAM,AMS
55,EDDB,U2 4566,Unknown,Amsterdam,2022-06-16 19:30:00+02:00,1,Airbus A320,easyJet,EHAM,AMS
56,EDDB,KL 1835,Unknown,Amsterdam,2022-06-16 22:00:00+02:00,1,Boeing 737-800,KLM,EHAM,AMS
57,EDDB,EI 332,Unknown,Dublin,2022-06-16 10:00:00+02:00,1,Airbus A320,Aer Lingus,EIDW,DUB
58,EDDB,FR 8556,Unknown,Dublin,2022-06-16 10:40:00+02:00,0,Boeing 737-800,Ryanair,EIDW,DUB
59,EDDB,EI 336,Unknown,Dublin,2022-06-16 21:15:00+02:00,1,Airbus A320,Aer Lingus,EIDW,DUB
60,EDDB,SK 1673,Unknown,Copenhagen,2022-06-16 14:25:00+02:00,1,Airbus A320 NEO,SAS,EKCH,CPH
61,EDDB,U2 5684,Unknown,Copenhagen,2022-06-16 15:05:00+02:00,1,Airbus A319,easyJet,EKCH,CPH
62,EDDB,D8 3302,Unknown,Copenhagen,2022-06-16 16:45:00+02:00,1,Boeing 737-800,Norwegian Air International,EKCH,CPH
63,EDDB,U2 5686,Unknown,Copenhagen,2022-06-16 17:15:00+02:00,1,Airbus A320,easyJet,EKCH,CPH
64,EDDB,LG 9473,Unknown,Luxembourg,2022-06-16 20:10:00+02:00,1,Bombardier Dash 8 Q400 / DHC-8-400,Luxair,ELLX,LUX
65,EDDB,DY 1160,Unknown,Bergen,2022-06-16 18:30:00+02:00,1,Boeing 737-800,Norwegian Air Shuttle,ENBR,BGO
66,EDDB,DY 1108,Unknown,Oslo,2022-06-16 19:35:00+02:00,1,Boeing 737-800,Norwegian Air Shuttle,ENGM,OSL
67,EDDB,LO 387,Unknown,Warsaw,2022-06-16 11:05:00+02:00,1,Embraer 175,LOT - Polish,EPWA,WAW
68,EDDB,LO 389,Unknown,Warsaw,2022-06-16 18:30:00+02:00,1,Embraer 175,LOT - Polish,EPWA,WAW
69,EDDB,SK 2677,Unknown,Stockholm,2022-06-16 11:25:00+02:00,1,Bombardier CRJ900,SAS,ESSA,ARN
70,EDDB,D8 4505,Unknown,Stockholm,2022-06-16 13:55:00+02:00,1,Airbus A320,Norwegian Air International,ESSA,ARN
71,EDDB,U2 5214,Unknown,Stockholm,2022-06-16 16:05:00+02:00,1,Airbus A320,easyJet,ESSA,ARN
72,EDDB,U2 5886,Unknown,Stockholm,2022-06-16 17:20:00+02:00,1,Airbus A319,easyJet,ESSA,ARN
73,EDDB,EW 4600,Unknown,Stockholm,2022-06-16 18:25:00+02:00,1,Airbus A320,Eurowings,ESSA,ARN
74,EDDB,SK 2679,Unknown,Stockholm,2022-06-16 20:15:00+02:00,1,Bombardier CRJ900,SAS,ESSA,ARN
75,EDDB,FR 2600,Unknown,Riga,2022-06-16 16:50:00+02:00,0,Boeing 737-800,Ryanair,EVRA,RIX
76,EDDB,BT 213,Unknown,Riga,2022-06-16 18:45:00+02:00,1,Airbus A220-300,Air Baltic,EVRA,RIX
77,EDDB,FR 1571,Unknown,Vilnius,2022-06-16 13:50:00+02:00,0,Boeing 737-800,Ryanair,EYVI,VNO
78,EDDB,FR 5475,Unknown,Marrakech,2022-06-16 12:05:00+02:00,0,Boeing 737-800,Ryanair,GMMX,RAK
79,EDDB,MS 731,Unknown,Cairo,2022-06-16 14:45:00+02:00,1,Boeing 737-800,EgyptAir,HECA,CAI
80,EDDB,FR 354,Unknown,Paphos,2022-06-16 13:55:00+02:00,0,Boeing 737-800,Ryanair,LCPH,PFO
81,EDDB,U2 4740,Unknown,Pula,2022-06-16 14:30:00+02:00,1,Airbus A319,easyJet,LDPL,PUY
82,EDDB,EW 8969,Unknown,Rijeka,2022-06-16 13:55:00+02:00,1,Airbus A319,Eurowings,LDRI,RJK
83,EDDB,VY 1882,Unknown,Barcelona,2022-06-16 10:05:00+02:00,1,Airbus A320,Vueling,LEBL,BCN
84,EDDB,FR 133,Unknown,Barcelona,2022-06-16 12:20:00+02:00,0,Boeing 737-800,Ryanair,LEBL,BCN
85,EDDB,U2 4530,Unknown,Barcelona,2022-06-16 14:55:00+02:00,1,Airbus A320,easyJet,LEBL,BCN
86,EDDB,VY 1884,Unknown,Barcelona,2022-06-16 21:20:00+02:00,1,Airbus A320,Vueling,LEBL,BCN
87,EDDB,U2 5008,Unknown,Ibiza Town,2022-06-16 16:50:00+02:00,1,Airbus A320,easyJet,LEIB,IBZ
88,EDDB,IB 3066,Unknown,Madrid,2022-06-16 10:45:00+02:00,1,Airbus A320,Iberia,LEMD,MAD
89,EDDB,IB 3068,Unknown,Madrid,2022-06-16 19:10:00+02:00,1,Airbus A320,Iberia,LEMD,MAD
90,EDDB,FR 2528,Unknown,Madrid,2022-06-16 20:25:00+02:00,0,Boeing 737-800,Ryanair,LEMD,MAD
91,EDDB,FR 235,Unknown,Málaga,2022-06-16 10:35:00+02:00,0,Boeing 737-800,Ryanair,LEMG,AGP
92,EDDB,U2 4522,Unknown,Málaga,2022-06-16 14:25:00+02:00,1,Airbus A320,easyJet,LEMG,AGP
93,EDDB,EW 6892,Unknown,Palma De Mallorca,2022-06-16 10:40:00+02:00,1,Airbus A320,Eurowings,LEPA,PMI
94,EDDB,U2 5800,Unknown,Palma De Mallorca,2022-06-16 10:05:00+02:00,1,Airbus A320,easyJet,LEPA,PMI
95,EDDB,FR 227,Unknown,Palma De Mallorca,2022-06-16 12:25:00+02:00,0,Boeing 737-800,Ryanair,LEPA,PMI
96,EDDB,U2 5802,Unknown,Palma De Mallorca,2022-06-16 12:20:00+02:00,1,Airbus A320,easyJet,LEPA,PMI
97,EDDB,FR 2146,Unknown,Palma De Mallorca,2022-06-16 13:55:00+02:00,0,Boeing 737-800,Ryanair,LEPA,PMI
98,EDDB,EW 8591,Unknown,Palma De Mallorca,2022-06-16 16:30:00+02:00,1,Airbus A319,Eurowings,LEPA,PMI
99,EDDB,U2 5818,Unknown,Palma De Mallorca,2022-06-16 19:25:00+02:00,1,Airbus A320,easyJet,LEPA,PMI
100,EDDB,FR 279,Unknown,Palma De Mallorca,2022-06-16 20:25:00+02:00,0,Airbus A320,Ryanair,LEPA,PMI
101,EDDB,FR 139,Unknown,Valencia,2022-06-16 13:20:00+02:00,0,Boeing 737-800,Ryanair,LEVC,VLC
102,EDDB,FR 8950,Unknown,Marseille,2022-06-16 13:25:00+02:00,0,Boeing 737-800,Ryanair,LFML,MRS
103,EDDB,U2 4548,Unknown,Marseille,2022-06-16 13:35:00+02:00,1,Airbus A320,easyJet,LFML,MRS
104,EDDB,AF 1734,Unknown,Paris,2022-06-16 11:20:00+02:00,1,Airbus A320,Air France,LFPG,CDG
105,EDDB,AF 1234,Unknown,Paris,2022-06-16 14:30:00+02:00,1,Airbus A320,Air France,LFPG,CDG
106,EDDB,U2 5668,Unknown,Paris,2022-06-16 14:45:00+02:00,1,Airbus A320,easyJet,LFPG,CDG
107,EDDB,AF 1834,Unknown,Paris,2022-06-16 17:05:00+02:00,1,Airbus A320,Air France,LFPG,CDG
108,EDDB,U2 5676,Unknown,Paris,2022-06-16 19:35:00+02:00,1,Airbus A320,easyJet,LFPG,CDG
109,EDDB,AF 1534,Unknown,Paris,2022-06-16 19:40:00+02:00,1,Airbus A220-300,Air France,LFPG,CDG
110,EDDB,TO 3410,Unknown,Nantes,2022-06-16 20:05:00+02:00,2,Boeing 737-800,Transavia France,LFRS,NTE
111,EDDB,U2 4640,Unknown,Bâle/Mulhouse,2022-06-16 20:35:00+02:00,1,Airbus A320,easyJet,LFSB,BSL
112,EDDB,TR 722,Unknown,Athens,2022-06-16 10:10:00+02:00,1,Boeing 787-8,Scoot,LGAV,ATH
113,EDDB,FR 171,Unknown,Athens,2022-06-16 12:10:00+02:00,0,Boeing 737-800,Ryanair,LGAV,ATH
114,EDDB,U2 5938,Unknown,Athens,2022-06-16 13:00:00+02:00,1,Airbus A320,easyJet,LGAV,ATH
115,EDDB,A3 822,Unknown,Athens,2022-06-16 16:20:00+02:00,1,Airbus A321,Aegean,LGAV,ATH
116,EDDB,EW 8679,Unknown,Heraklion,2022-06-16 13:05:00+02:00,1,Airbus A320,Eurowings,LGIR,HER
117,EDDB,U2 5790,Unknown,Kos Island,2022-06-16 14:15:00+02:00,1,Airbus A320,easyJet,LGKO,KGS
118,EDDB,FR 260,Unknown,Kos Island,2022-06-16 21:25:00+02:00,0,Boeing 737-800,Ryanair,LGKO,KGS
119,EDDB,FR 268,Unknown,Kerkyra Island,2022-06-16 11:30:00+02:00,0,Boeing 737-800,Ryanair,LGKR,CFU
120,EDDB,U2 4732,Unknown,Kerkyra Island,2022-06-16 20:35:00+02:00,1,Airbus A320,easyJet,LGKR,CFU
121,EDDB,U2 5690,Unknown,Rodes Island,2022-06-16 16:00:00+02:00,1,Airbus A319,easyJet,LGRP,RHO
122,EDDB,FR 352,Unknown,Rodes Island,2022-06-16 21:05:00+02:00,0,Boeing 737-800,Ryanair,LGRP,RHO
123,EDDB,U2 4606,Unknown,Thessaloniki,2022-06-16 16:00:00+02:00,1,Airbus A320,easyJet,LGTS,SKG
124,EDDB,FR 1577,Unknown,Catania,2022-06-16 12:25:00+02:00,0,Boeing 737-800,Ryanair,LICC,CTA
125,EDDB,U2 5694,Unknown,Catania,2022-06-16 16:50:00+02:00,1,Airbus A320,easyJet,LICC,CTA
126,EDDB,FR 4942,Unknown,Palermo,2022-06-16 21:05:00+02:00,0,Boeing 737-800,Ryanair,LICJ,PMO
127,EDDB,U2 5662,Unknown,Cagliari,2022-06-16 19:05:00+02:00,1,Airbus A320,easyJet,LIEE,CAG
128,EDDB,U2 4590,Unknown,Olbia,2022-06-16 18:00:00+02:00,1,Airbus A320,easyJet,LIEO,OLB
129,EDDB,FR 9,Unknown,Milan,2022-06-16 16:20:00+02:00,0,Boeing 737-800,Ryanair,LIMC,MXP
130,EDDB,FR 4731,Unknown,Bergamo,2022-06-16 22:00:00+02:00,0,Boeing 737-800,Ryanair,LIME,BGY
131,EDDB,U2 5186,Unknown,Milan,2022-06-16 18:45:00+02:00,1,Airbus A320,easyJet,LIML,LIN
132,EDDB,U2 4678,Unknown,Milan,2022-06-16 21:10:00+02:00,1,Airbus A319,easyJet,LIML,LIN
133,EDDB,FR 137,Unknown,Bologna,2022-06-16 18:35:00+02:00,0,Boeing 737-800,Ryanair,LIPE,BLQ
134,EDDB,U2 5840,Unknown,Venice,2022-06-16 16:20:00+02:00,1,Airbus A319,easyJet,LIPZ,VCE
135,EDDB,FR 135,Unknown,Rome,2022-06-16 11:00:00+02:00,0,Boeing 737-800,Ryanair,LIRF,FCO
136,EDDB,LY 2373,Unknown,Tel Aviv Yafo,2022-06-16 20:50:00+02:00,1,Boeing 737-900,El Al,LLBG,TLV
137,EDDB,EW 4342,Unknown,Salzburg,2022-06-16 20:45:00+02:00,1,Airbus A319,Eurowings,LOWS,SZG
138,EDDB,OS 225,Unknown,Vienna,2022-06-16 10:30:00+02:00,1,Airbus A320,Austrian,LOWW,VIE
139,EDDB,OS 229,Unknown,Vienna,2022-06-16 14:20:00+02:00,1,Airbus A320,Austrian,LOWW,VIE
140,EDDB,OS 231,Unknown,Vienna,2022-06-16 17:05:00+02:00,1,Airbus A320,Austrian,LOWW,VIE
141,EDDB,OS 235,Unknown,Vienna,2022-06-16 18:55:00+02:00,1,Embraer 195,Austrian,LOWW,VIE
142,EDDB,U2 5784,Unknown,Faro,2022-06-16 17:40:00+02:00,1,Airbus A320,easyJet,LPFR,FAO
143,EDDB,FR 254,Unknown,Faro,2022-06-16 18:50:00+02:00,0,Boeing 737-800,Ryanair,LPFR,FAO
144,EDDB,TP 530,Unknown,Lisbon,2022-06-16 16:30:00+02:00,1,Embraer 190,TAP Air Portugal,LPPT,LIS
145,EDDB,FR 315,Unknown,Bucharest,2022-06-16 21:35:00+02:00,0,Boeing 737-800,Ryanair,LROP,OTP
146,EDDB,U2 1591,Unknown,Geneva,2022-06-16 11:15:00+02:00,1,Airbus A320,easyJet,LSGG,GVA
147,EDDB,LX 976,Unknown,Zurich,2022-06-16 10:05:00+02:00,1,Airbus A320 NEO,SWISS,LSZH,ZRH
148,EDDB,LX 966,Unknown,Zurich,2022-06-16 14:10:00+02:00,1,Airbus A320,SWISS,LSZH,ZRH
149,EDDB,LX 970,Unknown,Zurich,2022-06-16 18:00:00+02:00,1,Airbus A320,SWISS,LSZH,ZRH
150,EDDB,LX 982,Unknown,Zurich,2022-06-16 18:55:00+02:00,1,Airbus A321,SWISS,LSZH,ZRH
151,EDDB,U2 5874,Unknown,Zurich,2022-06-16 21:35:00+02:00,1,Airbus A320,easyJet,LSZH,ZRH
152,EDDB,FH 285,Unknown,Antalya,2022-06-16 10:20:00+02:00,0,Airbus A320,Freebird,LTAI,AYT
153,EDDB,XQ 160,Unknown,Antalya,2022-06-16 11:35:00+02:00,1,Boeing 737-800,SunExpress,LTAI,AYT
154,EDDB,PC 5007,Unknown,Antalya,2022-06-16 18:00:00+02:00,0,Airbus A320,Pegasus,LTAI,AYT
155,EDDB,XC 4371,Unknown,Antalya,2022-06-16 17:45:00+02:00,0,Boeing 737-800,Corendon Air,LTAI,AYT
156,EDDB,XQ 946,Unknown,İzmir,2022-06-16 13:40:00+02:00,1,Boeing 737-800,SunExpress,LTBJ,ADB
157,EDDB,TK 4013,Unknown,Bodrum,2022-06-16 17:10:00+02:00,1,Airbus A321,Turkish,LTFE,BJV
158,EDDB,TK 7728,Unknown,Istanbul,2022-06-16 11:20:00+02:00,1,Boeing 737,Turkish,LTFJ,SAW
159,EDDB,PC 979,Unknown,Istanbul,2022-06-16 12:10:00+02:00,0,Airbus A320,Pegasus,LTFJ,SAW
160,EDDB,PC 983,Unknown,Istanbul,2022-06-16 18:40:00+02:00,0,Airbus A320,Pegasus,LTFJ,SAW
161,EDDB,TK 1725,Unknown,Istanbul,2022-06-16 14:05:00+02:00,1,Airbus A321,Turkish,LTFM,IST
162,EDDB,TK 1723,Unknown,Istanbul,2022-06-16 18:00:00+02:00,1,Airbus A330-300,Turkish,LTFM,IST
163,EDDB,TK 1727,Unknown,Istanbul,2022-06-16 21:05:00+02:00,1,Airbus A321,Turkish,LTFM,IST
164,EDDB,W6 7739,Unknown,Skopje,2022-06-16 14:40:00+02:00,0,Airbus A320,Wizz Air,LWSK,SKP
165,EDDB,FR 1579,Unknown,Podgorica,2022-06-16 16:00:00+02:00,0,Boeing 737-800,Ryanair,LYPG,TGD
166,EDDB,QR 81,Unknown,Doha,2022-06-16 12:55:00+02:00,1,Boeing 787-8,Qatar Airways,OTHH,DOH
167,EDDH,BN 1954,Expected,Bolzano,2022-06-16 10:20:00+02:00,1,Bombardier (De Havilland) DHC8 400 Dash8 Serie400,Luxwing,LIPB,BZO
168,EDDH,W2 1254,Unknown,Bolzano,2022-06-16 10:20:00+02:00,1,Bombardier Dash 8 Q400 / DHC-8-400,FlexFlight,,
169,EDDH,AZ 9826,Expected,Rome,2022-06-16 13:40:00+02:00,1,Airbus A320-200,Alitalia,LIRF,FCO
170,EDDH,H6 4119,Expected,Varna,2022-06-16 15:30:00+02:00,1,McDonnell Douglas MD-82,Bulgarian Air Charter,LBWN,VAR
171,EDDH,FI 510,Expected,Reykjavik,2022-06-16 13:10:00+02:00,1,Boeing B737-800 Max,Icelandair,BIKF,KEF
172,EDDH,SN 2623,Expected,Brussels,2022-06-16 10:30:00+02:00,2,Airbus A319-100,Brussels,EBBR,BRU
173,EDDH,LH 6,Expected,Frankfurt-am-Main,2022-06-16 10:05:00+02:00,2,Airbus A321-200,Lufthansa,EDDF,FRA
174,EDDH,LH 10,Expected,Frankfurt-am-Main,2022-06-16 11:05:00+02:00,2,Airbus A320-200 NEO,Lufthansa,EDDF,FRA
175,EDDH,LH 14,Expected,Frankfurt-am-Main,2022-06-16 13:05:00+02:00,2,Airbus A321-200,Lufthansa,EDDF,FRA
176,EDDH,LH 20,Expected,Frankfurt-am-Main,2022-06-16 16:05:00+02:00,2,Airbus A321-200,Lufthansa,EDDF,FRA
177,EDDH,LH 24,Expected,Frankfurt-am-Main,2022-06-16 18:05:00+02:00,2,Airbus A321-200,Lufthansa,EDDF,FRA
178,EDDH,LH 28,Expected,Frankfurt-am-Main,2022-06-16 19:05:00+02:00,2,Airbus A320-200 NEO,Lufthansa,EDDF,FRA
179,EDDH,LH 30,Expected,Frankfurt-am-Main,2022-06-16 20:05:00+02:00,2,Airbus A321-200,Lufthansa,EDDF,FRA
180,EDDH,EW 7037,Expected,Cologne,2022-06-16 22:00:00+02:00,1,Airbus A319-100,Eurowings,EDDK,CGN
181,EDDH,EW 9032,Expected,Duesseldorf,2022-06-16 19:55:00+02:00,1,Airbus A220-300,Eurowings,EDDL,DUS
182,EDDH,EW 7171,Expected,Munich,2022-06-16 10:00:00+02:00,1,Airbus A319-100,Eurowings,EDDM,MUC
183,EDDH,LH 2054,Expected,Munich,2022-06-16 10:30:00+02:00,2,Airbus A321-200,Lufthansa,EDDM,MUC
184,EDDH,LH 2056,Expected,Munich,2022-06-16 11:30:00+02:00,2,Airbus A320-200,Lufthansa,EDDM,MUC
185,EDDH,LH 2058,Expected,Munich,2022-06-16 12:30:00+02:00,2,Airbus A321-200,Lufthansa,EDDM,MUC
186,EDDH,LH 2060,Expected,Munich,2022-06-16 14:30:00+02:00,2,Airbus A321-200,Lufthansa,EDDM,MUC
187,EDDH,LH 2062,Expected,Munich,2022-06-16 16:30:00+02:00,2,Airbus A321-200,Lufthansa,EDDM,MUC
188,EDDH,LH 2088,Expected,Munich,2022-06-16 17:30:00+02:00,2,Airbus A320-200,Lufthansa,EDDM,MUC
189,EDDH,LH 2068,Expected,Munich,2022-06-16 18:30:00+02:00,2,Airbus A320-200 (sharklets),Lufthansa,EDDM,MUC
190,EDDH,LH 2070,Expected,Munich,2022-06-16 19:30:00+02:00,2,Airbus A321-200,Lufthansa,EDDM,MUC
191,EDDH,LH 2080,Expected,Munich,2022-06-16 20:45:00+02:00,2,Airbus A320-200,Lufthansa,EDDM,MUC
192,EDDH,LH 2076,Expected,Munich,2022-06-16 21:30:00+02:00,2,Airbus A320-200 (sharklets),Lufthansa,EDDM,MUC
193,EDDH,EW 7043,Expected,Stuttgart,2022-06-16 17:50:00+02:00,1,Airbus A320-200 (sharklets),Eurowings,EDDS,STR
194,EDDH,EW 7049,Expected,Stuttgart,2022-06-16 21:10:00+02:00,1,Airbus A320-200 (sharklets),Eurowings,EDDS,STR
195,EDDH,AY 1423,Expected,Helsinki,2022-06-16 12:10:00+02:00,1,Embraer E190 ERJ190-100,Finnair,EFHK,HEL
196,EDDH,AY 1425,Expected,Helsinki,2022-06-16 17:35:00+02:00,1,Embraer E190 ERJ190-100,Finnair,EFHK,HEL
197,EDDH,U2 1841,Expected,Manchester,2022-06-16 22:00:00+02:00,1,Airbus A319-100,easyJet,EGCC,MAN
198,EDDH,U2 8343,Expected,London,2022-06-16 12:20:00+02:00,1,Airbus A319-100,easyJet,EGKK,LGW
199,EDDH,U2 8347,Expected,London,2022-06-16 21:20:00+02:00,1,Airbus A320-200,easyJet,EGKK,LGW
200,EDDH,EW 7465,Expected,London,2022-06-16 11:25:00+02:00,1,Airbus A319-100,Eurowings,EGLL,LHR
201,EDDH,BA 962,Expected,London,2022-06-16 13:45:00+02:00,2,Airbus A320-200 NEO,British Airways,EGLL,LHR
202,EDDH,EW 7463,Expected,London,2022-06-16 17:30:00+02:00,1,Airbus A319-100,Eurowings,EGLL,LHR
203,EDDH,BA 956,Expected,London,2022-06-16 19:35:00+02:00,2,Airbus A320-200,British Airways,EGLL,LHR
204,EDDH,BA 972,Expected,London,2022-06-16 21:35:00+02:00,2,Airbus A320-200 (sharklets),British Airways,EGLL,LHR
205,EDDH,FR 1078,Expected,Edinburgh,2022-06-16 16:55:00+02:00,2,Boeing B737 800 Winglets,Ryanair,EGPH,EDI
206,EDDH,U2 6931,Expected,Edinburgh,2022-06-16 17:25:00+02:00,1,Airbus A319-100,easyJet,EGPH,EDI
207,EDDH,FR 1518,Expected,London,2022-06-16 10:15:00+02:00,2,Boeing B737-800 Max,Ryanair,EGSS,STN
208,EDDH,FR 1520,Expected,London,2022-06-16 16:50:00+02:00,2,Boeing B737 800 Winglets,Ryanair,EGSS,STN
209,EDDH,KL 1779,Expected,Amsterdam,2022-06-16 11:50:00+02:00,1,Embraer E190 ERJ190-100,KLM,EHAM,AMS
210,EDDH,KL 1781,Expected,Amsterdam,2022-06-16 14:15:00+02:00,1,Embraer E175 ERJ170-200,KLM,EHAM,AMS
211,EDDH,EW 7185,Expected,Amsterdam,2022-06-16 20:40:00+02:00,1,Airbus A319-100,Eurowings,EHAM,AMS
